7.60	6.20	1.35
9.10	4.80	1.28
0.00	3.40	1.39
4.60	5.40	1.94
0.30	3.70	1.92
0.30	4.30	1.49
1.00	4.80	1.34
8.60	3.20	1.39
26.20	4.00	2.22
11.90	4.50	3.17
2.30	4.90	2.83
0.80	5.00	2.68
0.00	5.70	2.26
1.00	2.10	2.08
2.50	6.00	1.93
1.00	4.50	1.78
0.00	4.30	1.62
0.00	4.40	1.49
0.00	3.20	1.41
0.80	4.40	1.38
3.80	3.70	1.44
10.90	4.00	1.49
11.90	5.00	1.46
0.30	3.50	1.40
12.20	2.50	1.52
1.00	4.10	1.69
0.50	4.70	1.87
0.00	5.30	1.68
0.80	4.00	1.50
0.00	5.60	1.43
0.50	2.60	1.24
2.50	3.80	1.23
0.00	2.90	1.23
0.00	5.50	1.20
0.00	4.40	1.10
1.30	5.00	1.04
0.00	6.20	1.00
0.00	4.80	1.00
0.00	5.20	0.98
0.00	4.90	0.93
0.00	3.50	0.89
0.50	4.70	0.88
0.00	5.30	0.86
0.00	4.80	0.78
0.00	4.80	0.77
0.00	4.40	0.77
0.00	2.20	0.77
14.70	2.00	0.80
1.80	2.70	0.93
0.00	3.30	1.08
0.00	3.30	1.04
0.00	4.40	1.00
0.00	4.70	0.97
0.00	3.30	1.40
37.60	3.20	2.66
0.00	5.20	1.80
5.60	2.90	1.72
1.50	4.30	1.48
0.50	4.30	1.34
4.60	3.60	1.24
2.30	2.90	1.23
5.80	4.00	1.18
0.80	4.00	1.06
3.60	3.60	1.22
5.80	2.50	1.23
2.50	4.00	1.23
0.00	3.50	1.23
0.00	3.80	1.18
0.00	3.50	0.98
0.00	4.20	0.89
4.10	1.30	1.22
15.50	3.50	1.97
2.30	3.10	1.70
0.00	2.80	1.48
0.00	3.80	1.35
0.00	1.60	1.22
0.00	2.90	1.10
0.00	2.50	1.00
0.00	2.50	0.97
0.00	3.20	0.89
0.00	1.80	0.88
8.40	0.70	0.86
0.00	2.50	0.78
0.00	3.30	0.76
0.00	2.60	0.71
0.00	3.10	0.66
0.00	2.30	0.66
0.00	1.20	0.66
0.00	2.10	0.66
0.00	1.40	0.66
1.00	2.10	0.66
0.00	1.90	0.66
0.00	1.90	0.66
