0.10	5.30	0.18
1.80	6.30	0.17
17.70	3.50	0.16
3.60	3.70	0.15
1.10	7.30	0.15
1.10	6.10	0.14
0.00	6.40	0.13
0.00	7.40	0.13
0.00	7.10	0.12
0.00	7.20	0.11
4.30	3.50	0.11
6.10	6.20	0.10
0.00	3.80	0.10
0.00	6.50	0.09
0.00	7.90	0.08
1.40	3.20	0.08
0.30	6.40	0.07
0.00	6.00	0.07
0.00	6.60	0.06
0.00	7.90	0.05
0.00	7.50	0.04
0.90	3.00	0.04
1.10	2.10	0.04
0.00	6.50	0.03
0.50	8.30	0.03
22.40	3.80	0.02
0.20	7.00	0.02
0.70	8.10	0.02
3.80	6.70	0.01
0.00	7.20	0.01
0.00	7.30	0.01
0.00	9.10	0.01
0.10	5.40	0.01
0.00	6.40	0.01
0.00	7.20	0.01
0.00	8.70	0.01
0.00	7.60	0.01
0.00	8.30	0.01
0.00	9.00	0.01
0.00	8.70	0.01
0.00	9.30	0.01
0.00	10.80	0.01
1.30	11.00	0.00
1.20	2.70	0.00
17.70	6.10	0.00
0.00	5.70	0.00
0.00	8.20	0.01
0.00	3.30	0.01
1.90	3.50	0.00
2.10	4.40	0.00
0.00	5.20	0.00
0.00	7.20	0.00
0.00	8.10	0.00
0.00	9.50	0.00
0.20	2.60	0.00
0.00	4.30	0.00
0.60	5.30	0.00
0.00	6.80	0.00
0.00	7.90	0.00
0.10	4.60	0.00
5.80	2.40	0.00
0.00	4.30	0.00
0.30	4.60	0.00
0.00	8.10	0.00
0.00	5.70	0.00
0.00	6.50	0.00
0.00	5.00	0.00
0.00	4.30	0.00
0.00	7.70	0.00
0.00	8.10	0.00
0.00	6.10	0.00
0.00	7.80	0.00
3.60	9.60	0.00
0.00	8.40	0.00
0.00	7.60	0.00
0.00	3.90	0.00
0.00	4.00	0.00
0.00	4.20	0.00
0.00	4.90	0.00
2.90	4.30	0.00
0.00	6.10	0.00
0.00	6.80	0.00
0.00	2.90	0.00
0.30	2.70	0.00
1.10	5.20	0.00
0.00	5.80	0.00
0.00	5.50	0.00
0.00	6.40	0.00
0.00	7.30	0.00
0.00	6.20	0.00
0.00	4.10	0.00
0.00	4.00	0.00
0.80	3.80	0.00
0.00	2.20	0.00
2.50	3.90	0.00
3.70	4.00	0.00
0.00	4.70	0.00
1.20	3.00	0.00
0.30	4.50	0.00
3.70	2.70	0.00
0.00	4.90	0.00
4.00	2.50	0.00
11.90	3.00	0.00
0.60	2.60	0.00
6.70	3.70	0.00
4.20	4.10	0.00
0.80	1.70	0.00
6.90	1.40	0.00
1.30	1.90	0.00
0.40	1.80	0.00
0.00	2.60	0.00
0.00	1.80	0.00
3.70	1.20	0.00
8.20	2.30	0.00
0.90	2.40	0.00
0.00	2.30	0.00
0.00	2.10	0.00
0.20	3.70	0.00
0.00	2.00	0.00
0.10	1.30	0.00
0.00	1.00	0.00
5.30	1.80	0.00
0.10	1.30	0.00
2.00	1.40	0.00
10.10	1.60	0.00
4.70	2.10	0.00
14.10	2.20	0.00
0.60	2.60	0.00
0.00	1.00	0.00
2.20	1.50	0.00
14.70	0.50	0.00
48.30	1.20	0.01
3.20	1.50	0.02
0.00	1.40	0.01
0.00	1.80	0.01
0.00	1.90	0.01
0.00	2.30	0.01
0.00	2.50	0.01
0.00	2.90	0.01
0.10	2.80	0.01
0.10	1.50	0.01
0.00	1.50	0.01
6.60	2.30	0.01
0.00	1.90	0.00
11.70	0.90	0.00
13.20	1.60	0.01
11.40	0.70	0.01
9.00	1.30	0.01
0.10	1.00	0.02
0.00	2.10	0.03
0.00	1.90	0.03
0.00	1.70	0.02
0.00	1.00	0.02
4.60	0.70	0.01
1.60	1.30	0.01
0.30	1.60	0.01
0.10	1.80	0.01
0.00	1.40	0.01
0.30	0.90	0.01
0.60	1.10	0.01
0.40	1.30	0.01
0.20	1.10	0.01
0.00	0.80	0.01
0.10	1.60	0.01
0.00	1.50	0.01
0.10	1.00	0.01
0.10	0.70	0.01
0.10	0.70	0.01
0.00	0.90	0.01
0.40	0.80	0.01
0.80	1.00	0.01
0.10	0.70	0.01
0.40	0.50	0.00
0.30	0.60	0.00
0.20	1.30	0.00
0.30	0.60	0.00
0.00	1.00	0.00
0.00	0.70	0.00
0.30	1.20	0.00
0.30	0.40	0.00
0.00	0.80	0.00
0.50	0.80	0.00
11.60	0.70	0.00
5.30	0.40	0.01
2.60	0.60	0.01
1.00	0.50	0.01
0.60	0.50	0.01
0.70	0.50	0.01
0.10	1.50	0.01
1.40	0.60	0.01
0.00	0.60	0.01
1.70	0.80	0.01
0.20	0.60	0.01
3.30	0.60	0.01
13.20	1.50	0.01
0.20	0.60	0.02
1.10	0.60	0.06
0.10	0.60	0.10
2.20	0.70	0.09
2.30	0.50	0.08
28.50	0.50	0.11
1.70	0.60	1.00
0.70	0.90	1.12
0.80	1.30	0.73
6.30	1.20	0.58
0.80	0.50	0.42
0.70	0.60	0.33
3.50	0.70	0.30
2.80	0.90	0.26
6.00	0.70	0.33
19.90	1.00	0.69
8.20	1.10	2.25
11.00	1.30	3.02
7.10	0.90	3.55
8.30	0.50	3.86
8.20	1.10	4.61
0.10	1.90	4.70
0.00	1.00	3.91
9.30	0.90	2.73
11.40	0.90	3.30
2.30	1.10	4.00
1.00	0.80	3.68
5.20	0.70	2.92
5.10	1.40	3.20
5.10	1.30	3.32
0.20	1.10	3.09
1.60	1.10	2.58
8.30	1.10	2.11
1.10	1.70	2.52
0.00	1.10	2.28
14.00	1.00	2.47
3.20	1.50	4.02
8.10	1.20	3.96
2.10	1.00	3.81
5.60	1.20	3.63
0.80	1.30	3.43
0.10	2.00	2.98
8.90	1.60	2.52
16.00	2.10	4.11
5.40	1.10	6.52
4.90	1.30	6.40
4.20	1.40	5.91
1.40	2.10	5.12
0.70	1.50	4.67
1.60	2.20	4.15
0.10	2.70	3.68
0.00	3.00	3.22
2.40	3.20	2.77
0.00	2.20	2.35
1.40	0.90	2.06
3.00	1.10	1.85
3.40	0.80	1.72
9.50	1.80	1.76
1.50	1.70	2.57
1.90	1.60	3.04
4.40	2.30	2.75
1.60	2.10	2.59
0.00	2.20	2.13
5.60	1.10	1.80
19.00	2.30	2.57
3.50	1.80	4.58
1.80	1.60	4.66
4.30	2.80	4.22
0.10	1.90	3.62
7.60	2.50	3.02
6.00	2.30	2.53
1.80	1.30	2.13
2.10	2.10	2.56
14.80	2.00	3.59
10.90	2.80	5.25
6.50	2.10	6.06
10.90	2.80	6.34
0.80	2.20	6.07
0.90	0.90	5.63
11.30	1.30	5.41
1.00	2.20	5.15
2.70	2.40	4.76
2.40	2.20	4.35
2.70	2.30	4.05
3.60	1.30	3.81
10.10	2.80	4.24
0.30	4.00	4.55
0.00	2.00	4.28
0.20	3.10	3.67
0.10	3.50	2.89
0.00	3.30	2.45
0.00	4.10	2.13
0.00	2.10	1.88
6.10	1.50	1.62
7.00	2.80	1.61
0.30	3.00	1.94
1.50	3.30	1.77
12.50	3.90	1.56
0.10	3.60	1.84
2.00	4.20	1.86
0.30	2.80	1.51
1.90	2.90	1.26
2.60	3.70	1.13
0.50	4.70	1.04
0.10	3.10	0.97
4.80	1.60	0.86
1.80	3.60	0.80
4.60	3.40	0.81
2.50	3.30	0.86
0.00	3.40	0.91
0.00	2.00	0.84
3.10	4.00	0.74
0.30	4.70	0.68
0.20	2.20	0.64
6.00	2.90	0.62
4.80	4.30	0.65
0.00	5.30	0.71
0.10	4.20	0.66
0.30	2.90	0.55
0.10	4.80	0.47
4.10	3.40	0.42
0.10	4.90	0.39
2.20	3.80	0.36
1.90	4.10	0.33
0.00	4.70	0.29
2.30	5.20	0.26
0.00	4.70	0.24
0.00	4.70	0.21
0.00	3.00	0.19
3.80	3.30	0.17
0.80	3.30	0.16
0.80	3.30	0.15
20.60	2.30	0.15
0.10	3.40	0.17
1.20	3.40	0.44
0.00	3.50	0.47
0.00	5.60	0.36
0.00	6.10	0.29
0.10	5.60	0.23
0.00	6.30	0.19
0.00	7.10	0.15
0.50	8.50	0.13
0.20	5.60	0.11
0.10	5.20	0.10
0.10	6.70	0.09
0.10	3.60	0.08
1.30	3.20	0.07
2.40	5.40	0.06
0.90	3.10	0.06
1.50	5.10	0.06
0.10	2.50	0.05
0.10	4.60	0.05
0.40	4.80	0.05
3.50	4.50	0.04
2.70	4.00	0.04
0.20	5.30	0.04
0.00	5.90	0.03
0.00	6.50	0.03
0.00	6.80	0.03
0.00	5.50	0.03
1.80	4.40	0.02
3.10	3.50	0.02
13.20	4.00	0.02
1.90	7.30	0.02
0.00	8.50	0.02
0.00	4.90	0.02
0.30	4.00	0.02
0.20	2.70	0.02
0.20	4.40	0.02
3.40	4.00	0.02
11.70	5.70	0.02
0.10	7.30	0.02
0.00	9.00	0.02
0.00	8.50	0.02
0.00	3.90	0.01
0.00	4.60	0.01
1.30	5.80	0.01
0.10	5.40	0.01
7.70	4.10	0.01
5.40	4.00	0.01
0.80	4.00	0.01
0.90	6.00	0.01
0.00	8.70	0.01
0.00	7.30	0.01
0.00	5.30	0.01
0.00	5.60	0.01
0.00	4.50	0.01
0.00	5.50	0.01
0.00	8.20	0.01
1.80	6.00	0.01
4.80	2.60	0.01
0.30	4.00	0.01
10.50	4.40	0.01
11.10	4.60	0.01
1.00	2.30	0.01
0.30	4.40	0.01
0.00	6.50	0.01
0.00	5.10	0.01
0.00	5.40	0.01
0.40	6.00	0.00
0.00	7.80	0.00
0.00	7.90	0.00
0.00	7.60	0.00
0.10	5.60	0.00
0.90	6.00	0.00
0.20	5.40	0.00
0.30	3.50	0.00
1.00	4.60	0.00
0.00	6.60	0.00
0.00	7.20	0.00
0.00	8.70	0.00
0.00	9.00	0.00
0.00	10.80	0.00
0.00	6.70	0.00
