1.5	6.5	0.9393
0	6.3	0.8174
0	7.4	0.8317
0	2.3	1.011
41.7	3.5	46.0107
33	3.9	6.4029
22.9	4.4	20.1982
53.6	3.6	10.4182
30.7	3.6	13.2862
49	3.1	17.703
5.6	5.4	11.8379
3.3	2.5	5.901
144	2.8	18.0974
38.6	6.1	57.2606
1.8	4.4	10.1601
21.6	6.9	12.6122
0	6.6	6.618
0	7.3	4.1874
2	6.6	3.0258
0	7.6	2.4163
0	7	1.9431
0	7.1	1.6778
0	7.3	1.4914
0	6.8	1.2835
0	5.4	1.0612
4.6	6.2	1.0038
0	7.6	0.9393
0	6.7	0.8748
1	6.6	0.8604
43.4	3.1	0.8174
0	2.6	1.4699
0	6.1	1.7065
0	6.9	1.0899
0	6.9	0.9536
0	6.8	0.8819
0	5.9	0.7457
0	7.5	0.6812
0	6.8	0.6812
7.4	6.2	0.6955
5.3	6.7	0.8461
0	6.4	0.9249
0	6.2	0.8317
4.1	6.8	0.7027
0	4.5	0.6095
5.1	6.4	0.5378
1.8	4.4	0.6238
30.5	3.3	0.76
0.5	2.6	1.7854
2.8	3.3	1.7423
21.6	2.3	1.5989
12.7	4.2	2.7677
57.2	5.4	12.9206
0	5.4	4.1874
6.1	5.6	2.6099
0	5.9	2.3948
1.5	4.9	2.316
0	6.2	2.316
1.5	4.5	2.316
13	4.4	2.2658
3.6	5.7	2.1941
1.3	4.8	2.1941
0	4.3	2.1439
3.8	3.8	2.0722
23.1	4.6	2.0291
5.1	2.8	2.7031
2.5	4.7	2.402
3	2.7	2.2658
6.1	3.1	2.1941
0	4.4	2.1439
10.4	5.4	2.0722
0	5.6	2.0291
0	5.3	1.9574
0	5.1	1.9574
0	5.5	1.9144
0	4.9	1.8499
0	4.4	1.8427
9.1	5.3	1.8427
0	3.4	1.8427
13.2	4.8	1.8069
0	3.9	1.7423
8.6	4.1	1.6993
8.1	4.7	1.6348
0	4.9	1.5989
0	4.8	1.5344
2.3	5.1	1.5344
0	4.8	1.5344
0	4.1	1.4986
10.2	4.8	1.4412
0	4.2	1.434
0	4.1	1.3982
0	4.1	1.3121
0	3.9	1.2548
0	4.9	1.2189
0	4.8	1.1687
0	4.7	1.14
0	5.3	1.0827
0	5.4	1.0827
0	4.8	1.0827
0	5.3	1.054
0	4.5	1.0038
0	4.9	1.0038
2.3	3.7	1.0038
0	4	0.9751
0.5	4.4	0.9321
0	4.5	0.9321
0	3.6	0.9034
0	3.8	0.8604
0	2.7	0.8604
13.5	1.8	1.1185
7.9	3.1	1.6276
0	3.6	1.4053
1	3	1.348
0.8	3.3	1.3121
0.5	3.8	1.2548
0	3.5	1.2189
0	4.2	1.14
0	3.4	1.0827
0	4.8	1.0827
0	4.7	1.054
0	5.1	0.9751
21.6	2.4	0.9966
0	3.7	1.2978
0	4.7	0.9751
0	3.9	0.8174
0	3.6	0.8317
0	4.8	0.6955
0	4	0.6238
0	4.5	0.5378
0	3.2	0.4589
0	2.9	0.3872
0	3.1	0.3657
0	3.1	0.3298
2.5	3.9	0.3442
0	3.7	0.3944
0	3.5	0.4374
0	3.5	0.3657
0	3.4	0.2868
0	3.7	0.294
0	3.7	0.337
0	5.6	0.2653
0	3.4	0.2223
0	3	0.2151
0	2.8	0.2151
0	3.9	0.294
0	4.1	0.5521
0	4.1	0.3227
0	2.9	0.2653
0	3.6	0.2438
0	3.3	0.674
0	4	0.4087
0	5.1	0.3298
0	3.5	0.2725
0	4.6	0.294
0	3.8	0.2725
0	3.8	0.2294
0	3.3	0.2151
0	3.2	0.2366
0	3.6	0.251
0	3.7	0.251
0	3.8	0.251
0	6.1	0.2223
0	4.8	0.1864
0	4.9	0.1506
0	5.1	0.1434
0	2.7	0.1434
3	2.5	0.1291
0	3.8	0.2008
0	3.4	0.1434
0	4	0.1434
0	3.6	0.1147
0	3.6	0.1076
0	3.9	0.1434
0	3.1	0.1793
0	4.4	0.1793
0	4.7	0.2079
0	4.1	0.2151
0	4.1	0.1864
0	4.2	0.2008
0	3.6	0.2079
0	4.4	0.1864
0	4.3	0.1864
0	4.6	0.1936
0	4.4	0.2008
2	4.3	0.2079
0	5.2	0.2151
0	5.7	0.2079
0	4.7	0.1936
0	5.3	0.1936
0	4.9	0.1793
0	4.6	0.1793
0	4.5	0.1793
0	3.6	0.1793
0	7	0.1793
0	5.7	0.1793
0	5.5	0.1577
0	4.8	0.1649
0	4.3	0.1793
0	4.4	0.1793
0	4.3	0.1793
0	4.6	0.1793
0	4.8	0.1793
0	6.5	0.1793
0	7.9	0.1721
0	6.1	0.1147
0	5.8	0.1147
0	4.9	0.1004
0	4.8	0.0932
0	4.7	0.1076
6.9	5.7	0.1219
0	5.3	0.1721
0	7.2	0.1362
0	5.4	0.1147
0	3.1	0.1147
10.2	4.6	0.1362
0.3	4	0.1434
0	4	0.1577
0	4.4	0.1864
4.6	4.7	0.1506
10.4	2.6	0.1793
22.9	4	0.294
0	7.5	0.1721
0	6.8	0.1291
0	5	0.1004
0	5.5	0.0932
0	6.7	0.0932
0	6.5	0.0932
0	6.3	0.0789
0	4.9	0.0717
0	6.9	0.086
0	9.5	0.0932
0	6.5	0.0789
0	7.3	0.0789
0	6.6	0.086
0	7.1	0.0789
0	7.1	0.0717
0	7.1	0.0645
0	6.5	0.0502
0	5.8	0.0502
0	5.1	0.0502
0	6	0.0502
0	6.3	0.0717
0	6.1	0.0645
22.4	2.1	0.0717
70.1	4.9	0.2653
8.1	7.2	0.2151
1.5	9	0.1793
0	8.9	0.1793
0	6.4	0.1793
0	6.7	0.1793
0	7.7	0.1793
0	8	0.1793
0	7.2	0.1577
0	5.6	0.1434
9.9	6	0.1434
0	6	0.1434
0	7.2	0.1434
0	6	0.1434
12.2	7	0.1434
0	8.6	0.1434
0	7.3	0.1434
4.1	6.2	0.1649
0	5.6	0.1793
0.5	6.2	0.1793
0	7.5	0.1793
0	8	0.1793
0	8.2	0.1721
0	7.4	0.1506
0	7.9	0.1434
0	6.8	0.1434
1.3	4.8	0.1291
0	7.8	0.1434
33.5	7.6	0.2366
0	5	0.1577
3.8	3.6	0.1721
20.8	5.5	0.2725
0	7.5	0.8604
0	7.6	0.8748
0.5	5.9	0.4732
59.2	5.6	1.7137
0	9.1	1.1831
0	7.9	0.5593
0	9	0.337
0	8.3	0.2653
0	7.7	0.1936
0	5.7	0.1506
3.8	6.3	0.1506
5.1	7.6	0.1936
0	7.5	0.1793
0	5.3	0.1291
2.8	6.8	0.1147
6.9	7.9	0.1147
0	6.9	0.1219
27.4	4.8	0.6597
22.9	7.9	0.8532
0	9.3	0.6812
0	8	0.6883
0	6.7	0.76
9.1	6.2	0.7027
0	7.9	0.6095
0	8.4	0.588
0	8	0.588
0	6.9	0.6381
4.6	7.2	0.6166
0	7.2	0.6597
3.8	7	0.7385
0.3	5	0.5521
38.4	5	2.0076
0.5	6.1	1.9288
6.1	5.2	1.2261
21.3	3.8	2.5167
14.7	5.7	3.9722
0	7.5	2.5024
0	7.4	1.7352
42.4	2.2	1.4699
72.9	2.2	57.8629
26.9	4	155.814
0	4.3	14.4621
36.6	3.2	18.2838
0	6.1	10.6476
0	6.9	4.3594
5.1	4.3	3.6137
116.8	4.3	49.6531
2.8	5	17.4091
4.1	6.9	9.3498
0	7.4	7.4426
0	7.3	4.5889
1.5	7	3.6209
21.8	4.2	7.9373
34.8	2.6	12.6051
211.6	2.8	215.7132
8.2	3.6	45.1359
14.8	2.4	19.431
48.4	3.7	43.3219
30.8	5.2	47.3157
5.6	6.2	14.792
58.2	5.5	9.4
3.4	7.4	16.4554
0.8	6.9	6.3169
7.8	6.7	4.6247
0	4	3.2696
37	2	4.7036
66.4	3.9	73.6515
36	4.4	26.7876
57	3.2	31.6418
52.2	2.5	89.7986
81	3.5	132.1812
4	5.1	38.0662
1	3.4	18.0257
21.2	4.5	17.4377
20	2.7	21.2953
31	2.9	60.4657
37.6	2.2	43.1068
19.8	5.1	32.9897
21.8	2.5	48.0685
36.6	3	36.6895
20.8	2.2	42.4615
83	1.9	103.0203
24	2.2	43.3291
9	2.7	44.7918
5	6.1	33.1403
0	6.3	16.3981
15.4	6.7	17.3159
1.6	7.8	17.617
0	7.8	11.1997
0	7.4	8.8981
0	6.6	6.9192
11.4	4	11.6873
15	3.1	7.6362
10.4	5.1	8.7332
7.6	7.4	8.1453
0	7.1	6.7543
0	5.8	5.7504
0	5.7	5.1123
15.2	3.9	5.0621
10.4	5.4	7.5
5.4	6.5	6.4746
10	7.3	8.1811
0	6.9	7.5932
0	5.7	6.0372
28.4	6.5	20.7432
0	7	12.3685
0	7.2	7.7939
0	6.3	6.0444
0	5.9	5.1912
14	3.1	4.7825
19.8	1.8	9.0415
152.4	1.9	91.1108
127	2.1	189.9079
107.6	2.4	203.6746
26.2	2.4	159.944
26.6	2.4	92.9822
34.4	4.7	52.0551
0	6.3	28.3077
0	7.9	14.9282
0	6.2	10.1816
0	6.5	8.009
0	6.7	6.7184
0	7.9	5.8652
0	9.2	5.1553
0	7.8	4.6964
0	4.6	4.2519
1.8	6.4	4.0296
0	5.6	3.8719
7.2	6.2	3.5636
1.4	4.7	3.3054
8.6	3	6.324
91.6	1.8	21.2881
14	4.2	34.7177
0	5.6	11.042
0	5.3	7.2562
0	4.6	5.6931
6	4.4	7.3064
32	4.6	26.1423
7	5.4	14.2184
0.4	4.5	9.1778
0	5.7	6.7973
0	6.1	5.5353
0	6.3	4.7108
0	5.7	4.0009
0	5.6	3.5636
0	5.7	3.162
0	5.4	2.8609
0	5.9	2.6673
0	5.9	2.9971
0	5.1	2.5669
0	5.3	2.3805
0	3.9	2.2514
0	5.5	2.1295
0	5.8	1.9288
0	5.5	1.7925
0	5.4	1.7567
0	5.5	1.6778
1.2	6.1	1.5774
2.6	4.6	1.5129
